Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Volatility,MA5,MA10,date,headline,url
2025-09-04,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400,0.0,0.0,,,,,,,
2025-09-05,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400,0.0,0.0,-0.00037532879451496193,,,,,,
2025-09-08,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500,0.0,0.0,-0.007551410322323426,,,,,,
2025-09-09,237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900,0.0,0.0,-0.014839409394815983,,,,,,
2025-09-10,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800,0.0,0.0,-0.03225949486019408,,235.6980010986328,,,,
2025-09-11,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600,0.0,0.0,0.014286368839370622,0.0172497129404372,233.7480010986328,,,,
2025-09-12,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55824200,0.0,0.0,0.017562963814985233,0.020775514162882733,232.6240020751953,,,,
2025-09-15,237.0,238.19000244140625,235.02999877929688,236.6999969482422,42699500,0.0,0.0,0.011235910376080627,0.02177421008381848,232.38800048828125,,,,
2025-09-16,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,63384900,0.0,0.0,0.0061258849469238985,0.02036868685329501,233.147998046875,,2025-09-15 20:25:00,Apple Stock Rises Amid Strong iPhone 17 Preorders - Investor's Business Daily,https://news.google.com/rss/articles/CBMihgFBVV95cUxNQkNmNF94V016VWZQbTFxeFB4OFZxLW1mYVhLNkpiWEdWdmw4d3dUU25KN1AyTDhIYUNreU1QWmlsZ2JkRl9Tc201WktiTGtyeG1uaVVrSjUyQVo2d2hHU0Zkb2FURkZEUlduOHJFajc2d1ZaN1pORDdZaW4xN09ZOW5ZXzFZdw?oc=5
2025-09-17,238.97000122070312,240.10000610351562,238.7899932861328,239.56500244140625,22824080,0.0,0.0,0.005941669457010024,0.005081028535452059,235.7029998779297,235.70050048828125,2025-09-16 21:46:04,Why Apple Stock Inched Higher on Tuesday - The Motley Fool,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOalNQcmNzWGo0c1RZUGhBMm43S1dPNHlwTUFXLV9ldkFqX2IwZXFPQU5RdzVWaXVJQmpkNkxIU1lsYndBN1I0MW1VRDBBVzhCa0tCbWpQc2ZWSEpMWGRRLWs5TFM0MjZGa3JJc3QzWnhYYTdUMEZOc215SkJORFBHaXROOXMxNDlPY1hF?oc=5
